"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","totalSeasons","Season","Episode","seriesID","IMDb","Metacritic","RottenTomatoes","Rating","Rated.Date","Prime","Amazon.Type"
"Best Director",NA,"Woman in the Dunes","38-1966","tt0058625","Woman in the Dunes","nm0856267","Hiroshi Teshigahara",NA,NA,"Woman in the Dunes",1964,"Not Rated","25 Oct 1964","147 min","Drama, Thriller","Hiroshi Teshigahara","Kôbô Abe, Eiko Yoshida","Eiji Okada, Kyôko Kishida, Hiroko Itô","An entomologist on vacation is trapped by local villagers into living with a woman whose life task is shoveling sand for them.","Japanese","Japan","Nominated for 2 Oscars. 10 wins & 3 nominations total","https://m.media-amazon.com/images/M/MV5BZjkzN2MxYTMtOTkxYS00OTk5LWE3ZDMtN2RiZjJmOTRkZDUxXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_SX300.jpg","N/A","8.5","19,258","tt0058625","movie",NA,NA,NA,NA,"8.5/10",NA,"100%",NA,NA,NA,NA
"Best Director",NA,"Darling","38-1966","tt0059084","Darling","nm0772259","John Schlesinger",NA,NA,"Darling",1965,"TV-MA","03 Aug 1965","128 min","Drama, Romance","John Schlesinger","Frederic Raphael, John Schlesinger, Joseph Janni","Julie Christie, Dirk Bogarde, Laurence Harvey","Beautiful but amoral model Diana Scott sleeps her way to the top of the London fashion scene at the height of the Swinging Sixties.","English","United Kingdom","Won 3 Oscars. 17 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BOTYyMThlNWEtMmQxYi00ZDU4LWI3NzQtOTZiMTFkOGJkMmI0XkEyXkFqcGdeQXVyOTI2MjI5MQ@@._V1_SX300.jpg","N/A","7.1","6,604","tt0059084","movie",NA,NA,NA,NA,"7.1/10",NA,"67%",NA,NA,NA,NA
"Best Director",NA,"The Collector","38-1966","tt0059043","The Collector","nm0943758","William Wyler",NA,NA,"The Collector",1965,"Not Rated","14 Aug 1965","119 min","Drama, Thriller","William Wyler","John Fowles, John Kohn, Stanley Mann","Terence Stamp, Samantha Eggar, Mona Washbourne","A man kidnaps a woman and holds her hostage just for the pleasure of having her there.","English","United Kingdom, United States","Nominated for 3 Oscars. 5 wins & 11 nominations total","https://m.media-amazon.com/images/M/MV5BMTFjY2NmNDMtZWJmNS00MTE0LTlhYmEtYTdjMWFjMDBiZjMzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","N/A","7.5","10,558","tt0059043","movie",NA,NA,NA,NA,"7.5/10",NA,"100%",NA,NA,NA,NA
"Best Director","Winner","A Man for All Seasons","39-1967","tt0060665","A Man for All Seasons","nm0003593","Fred Zinnemann",NA,NA,"A Man for All Seasons",1966,"G","16 Dec 1966","120 min","Biography, Drama, History","Fred Zinnemann","Robert Bolt","Paul Scofield, Wendy Hiller, Robert Shaw","The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.","English, Latin, Spanish, French","United Kingdom","Won 6 Oscars. 33 wins & 9 nominations total","https://m.media-amazon.com/images/M/MV5BMTRjOTA1NzctNzFmMy00ZjcwLWExYjgtYWQyZDM5ZWY1Y2JlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SX300.jpg","72","7.7","33,817","tt0060665","movie",NA,NA,NA,NA,"7.7/10","72/100","83%",8,2021-10-14,NA,NA
"Best Director",NA,"A Man and a Woman","39-1967","tt0061138","A Man and a Woman","nm0500988","Claude Lelouch",NA,NA,"A Man and a Woman",1966,"Unrated","12 Jul 1966","102 min","Drama, Romance","Claude Lelouch","Claude Lelouch, Pierre Uytterhoeven","Anouk Aimée, Jean-Louis Trintignant, Pierre Barouh","A widow and a widower find their relationship developing into love, but their past tragedies prove hard to overcome, causing them to proceed with utmost delicacy.","French, English, Spanish","France","Won 2 Oscars. 14 wins & 14 nominations total","https://m.media-amazon.com/images/M/MV5BNGRlYWE2MGQtNTQ0Zi00MDBjLThhZmQtZGZmYWFiNWMyMzYwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg","N/A","7.6","10,471","tt0061138","movie",NA,NA,NA,NA,"7.6/10",NA,"75%",NA,NA,NA,NA
"Best Director",NA,"Blow-Up","39-1967","tt0060176","Blow-Up","nm0000774","Michelangelo Antonioni",NA,NA,"Blow-Up",1966,"Not Rated","26 Sep 1967","111 min","Drama, Mystery, Thriller","Michelangelo Antonioni","Michelangelo Antonioni, Julio Cortázar, Tonino Guerra","David Hemmings, Vanessa Redgrave, Sarah Miles","A fashion photographer unknowingly captures a death on film after following two lovers in a park.","English","United Kingdom, Italy","Nominated for 2 Oscars. 8 wins & 11 nominations total","https://m.media-amazon.com/images/M/MV5BYTE4YWU0NjAtMjNiYi00MTNiLTgwYzctZjk0YjY5NGVhNWQwXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_SX300.jpg","82","7.6","60,306","tt0060176","movie",NA,NA,NA,NA,"7.6/10","82/100","88%",NA,NA,NA,NA
"Best Director",NA,"Who's Afraid of Virginia Woolf?","39-1967","tt0061184","Who's Afraid of Virginia Woolf?","nm0001566","Mike Nichols",NA,NA,"Who's Afraid of Virginia Woolf?",1966,"Not Rated","22 Jun 1966","131 min","Drama","Mike Nichols","Ernest Lehman, Edward Albee","Elizabeth Taylor, Richard Burton, George Segal","A bitter middle-aged couple, her derisive of his lowly position at a New England college, ask a new colleague and his wife over for drinks, and use them to fuel anguish and emotional pain toward each other through a distressing night","English, Latin, Spanish","United States","Won 5 Oscars. 22 wins & 28 nominations total","https://m.media-amazon.com/images/M/MV5BMjQ5ODI1MjQtMDc0Zi00OGQ1LWE2NTYtMTg1YTkxM2E5NzFkXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg","75","8.0","73,611","tt0061184","movie",NA,NA,NA,NA,"8.0/10","75/100","95%",NA,NA,NA,NA
"Best Director",NA,"The Professionals","39-1967","tt0060862","The Professionals","nm0112218","Richard Brooks",NA,NA,"The Professionals",1966,"PG-13","04 Nov 1966","117 min","Action, Adventure, Western","Richard Brooks","Frank O'Rourke, Richard Brooks","Burt Lancaster, Lee Marvin, Robert Ryan","An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.","English, Spanish","United States","Nominated for 3 Oscars. 3 wins & 9 nominations total","https://m.media-amazon.com/images/M/MV5BMTY0OWNiZTQtZGY4MS00YmJlLTg4YzEtMmE3YTVkMDM3ODRlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","75","7.3","15,725","tt0060862","movie",NA,NA,NA,NA,"7.3/10","75/100","88%",NA,NA,NA,NA
"Best Director","Winner","The Graduate","40-1968","tt0061722","The Graduate","nm0001566","Mike Nichols",NA,NA,"The Graduate",1967,"PG","21 Dec 1967","106 min","Comedy, Drama, Romance","Mike Nichols","Calder Willingham, Buck Henry, Charles Webb","Dustin Hoffman, Anne Bancroft, Katharine Ross","A disillusioned college graduate finds himself torn between his older lover and her daughter.","English","United States","Won 1 Oscar. 21 wins & 21 nominations total","https://m.media-amazon.com/images/M/MV5BMTQ0ODc4MDk4Nl5BMl5BanBnXkFtZTcwMTEzNzgzNA@@._V1_SX300.jpg","83","8.0","266,494","tt0061722","movie",NA,NA,NA,NA,"8.0/10","83/100","87%",8,2021-07-09,NA,NA
"Best Director",NA,"Bonnie and Clyde","40-1968","tt0061418","Bonnie and Clyde","nm0671957","Arthur Penn",NA,NA,"Bonnie and Clyde",1967,"R","14 Aug 1967","111 min","Action, Biography, Crime","Arthur Penn","David Newman, Robert Benton, Robert Towne","Warren Beatty, Faye Dunaway, Michael J. Pollard","Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.","English","United States","Won 2 Oscars. 23 wins & 30 nominations total","https://m.media-amazon.com/images/M/MV5BOTViZmMwOGEtYzc4Yy00ZGQ1LWFkZDQtMDljNGZlMjAxMjhiXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_SX300.jpg","86","7.8","109,591","tt0061418","movie",NA,NA,NA,NA,"7.8/10","86/100","88%",8,2021-09-17,NA,NA
"Best Director",NA,"In the Heat of the Night","40-1968","tt0061811","In the Heat of the Night","nm0422484","Norman Jewison",NA,NA,"In the Heat of the Night",1967,"Approved","02 Aug 1967","110 min","Crime, Drama, Mystery","Norman Jewison","Stirling Silliphant, John Ball","Sidney Poitier, Rod Steiger, Warren Oates","A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case.","English","United States","Won 5 Oscars. 23 wins & 15 nominations total","https://m.media-amazon.com/images/M/MV5BZjZhZTZkNWItZGE1My00MTRkLWI2ZDktMWZkZTIxZWYxOTgzXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_SX300.jpg","75","7.9","72,541","tt0061811","movie",NA,NA,NA,NA,"7.9/10","75/100","95%",8,2022-02-07,NA,NA
"Best Director",NA,"In Cold Blood","40-1968","tt0061809","In Cold Blood","nm0112218","Richard Brooks",NA,NA,"In Cold Blood",1967,"R","15 Dec 1967","134 min","Biography, Crime, Drama","Richard Brooks","Truman Capote, Richard Brooks","Robert Blake, Scott Wilson, John Forsythe","Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers.","English, French, Spanish","United States","Nominated for 4 Oscars. 4 wins & 11 nominations total","https://m.media-amazon.com/images/M/MV5BOTg4OGY2NmEtZTZlMy00ZjM3LWIyZjAtMzQzMjI1MmI1OTRhL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","89","7.9","26,089","tt0061809","movie",NA,NA,NA,NA,"7.9/10","89/100","83%",NA,NA,NA,NA
"Best Director",NA,"Guess Who's Coming to Dinner","40-1968","tt0061735","Guess Who's Coming to Dinner","nm0006452","Stanley Kramer",NA,NA,"Guess Who's Coming to Dinner",1967,"Approved","12 Dec 1967","108 min","Comedy, Drama","Stanley Kramer","William Rose","Spencer Tracy, Sidney Poitier, Katharine Hepburn","A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.","English","United States","Won 2 Oscars. 11 wins & 24 nominations total","https://m.media-amazon.com/images/M/MV5BZTVmMTk2NjUtNjVjNC00OTcwLWE4OWEtNzA4Mjk1ZmIwNDExXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg","63","7.8","43,723","tt0061735","movie",NA,NA,NA,NA,"7.8/10","63/100","71%",8,2021-09-16,NA,NA
"Best Director","Winner","Oliver!","41-1969","tt0063385","Oliver!","nm0715346","Carol Reed",NA,NA,"Oliver!",1968,"G","27 Sep 1968","153 min","Drama, Family, Musical","Carol Reed","Lionel Bart, Vernon Harris, Charles Dickens","Mark Lester, Ron Moody, Shani Wallis","After being sold to a mortician, young orphan Oliver Twist runs away and meets a group of boys trained to be pickpockets by an elderly mentor in 1830s London.","English","United Kingdom","Won 6 Oscars. 12 wins & 25 nominations total","https://m.media-amazon.com/images/M/MV5BNWQwNTE4NWQtZDg0MC00ZDhkLWIzMzQtNDU1MDIxZTNmM2M3XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg","74","7.4","37,363","tt0063385","movie",NA,NA,NA,NA,"7.4/10","74/100","83%",NA,NA,NA,NA
"Best Director",NA,"The Lion in Winter","41-1969","tt0063227","The Lion in Winter","nm0367431","Anthony Harvey",NA,NA,"The Lion in Winter",1968,"PG","30 Oct 1968","134 min","Biography, Drama, History","Anthony Harvey","James Goldman","Peter O'Toole, Katharine Hepburn, Anthony Hopkins","1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. When he allows his imprisoned wife Eleanor of Aquitaine out for a Christmas visit, they all variously plot to force him into a dec","English, French, Latin","United Kingdom, United States","Won 3 Oscars. 15 wins & 18 nominations total","https://m.media-amazon.com/images/M/MV5BMTkzNzYyMzA5N15BMl5BanBnXkFtZTgwODcwODQ3MDI@._V1_SX300.jpg","N/A","7.9","30,858","tt0063227","movie",NA,NA,NA,NA,"7.9/10",NA,"90%",NA,NA,NA,NA
"Best Director",NA,"Romeo and Juliet","41-1969","tt0063518","Romeo and Juliet","nm0001874","Franco Zeffirelli",NA,NA,"Romeo and Juliet",1968,"PG","08 Oct 1968","138 min","Drama, Romance","Franco Zeffirelli","William Shakespeare, Franco Brusati, Masolino D'Amico","Leonard Whiting, Olivia Hussey, John McEnery","When two young members of feuding families meet, forbidden love ensues.","English, French","United Kingdom, Italy","Won 2 Oscars. 16 wins & 15 nominations total","https://m.media-amazon.com/images/M/MV5BYmExNDA1MmQtY2Q2My00N2Y2LTljYWItMjZlZGQ0NzFiNzBkXkEyXkFqcGdeQXVyMjgyNjk3MzE@._V1_SX300.jpg","69","7.6","31,105","tt0063518","movie",NA,NA,NA,NA,"7.6/10","69/100","95%",NA,NA,NA,NA
"Best Director",NA,"The Battle of Algiers","41-1969","tt0058946","The Battle of Algiers","nm0690597","Gillo Pontecorvo",NA,NA,"The Battle of Algiers",1966,"Not Rated","20 Sep 1967","121 min","Drama, War","Gillo Pontecorvo","Franco Solinas, Gillo Pontecorvo","Brahim Hadjadj, Jean Martin, Yacef Saadi","In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.","Arabic, French, English","Italy, Algeria","Nominated for 3 Oscars. 9 wins & 9 nominations total","https://m.media-amazon.com/images/M/MV5BZWEzMGY4OTQtYTdmMy00M2QwLTliYTQtYWUzYzc3OTA5YzIwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","96","8.1","58,070","tt0058946","movie",NA,NA,NA,NA,"8.1/10","96/100","99%",NA,NA,NA,NA
"Best Director",NA,"2001: A Space Odyssey","41-1969","tt0062622","2001: A Space Odyssey","nm0000040","Stanley Kubrick",NA,NA,"2001: A Space Odyssey",1968,"G","24 Jun 1970","149 min","Adventure, Sci-Fi","Stanley Kubrick","Stanley Kubrick, Arthur C. Clarke","Keir Dullea, Gary Lockwood, William Sylvester","The Monoliths push humanity to reach for the stars; after their discovery in Africa generations ago, the mysterious objects lead mankind on an awesome journey to Jupiter, with the help of H.A.L. 9000: the world's greatest supercomput","English, Russian, French","United Kingdom, United States","Won 1 Oscar. 16 wins & 12 nominations total","https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg","84","8.3","641,452","tt0062622","movie",NA,NA,NA,NA,"8.3/10","84/100","92%",10,2021-07-09,NA,NA
"Best Director","Winner","Midnight Cowboy","42-1970","tt0064665","Midnight Cowboy","nm0772259","John Schlesinger",NA,NA,"Midnight Cowboy",1969,"X","25 May 1969","113 min","Drama","John Schlesinger","Waldo Salt, James Leo Herlihy","Dustin Hoffman, Jon Voight, Sylvia Miles","A naive hustler travels from Texas to New York City to seek personal fortune, finding a new friend in the process.","English, Italian","United States","Won 3 Oscars. 28 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BNTgwZmIzMmYtZjE3Yy00NzgzLTgxNmUtNjlmZDlkMzlhOTJkXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg","79","7.8","107,927","tt0064665","movie",NA,NA,NA,NA,"7.8/10","79/100","87%",NA,NA,NA,NA
"Best Director",NA,"Alice's Restaurant","42-1970","tt0064002","Alice's Restaurant","nm0671957","Arthur Penn",NA,NA,"Alice's Restaurant",1969,"R","20 Aug 1969","111 min","Comedy, Drama, Music","Arthur Penn","Arlo Guthrie, Venable Herndon, Arthur Penn","Arlo Guthrie, Patricia Quinn, James Broderick","A cinematic adaption of Arlo Guthrie's classic song story.","English","United States","Nominated for 1 Oscar. 4 nominations total","https://m.media-amazon.com/images/M/MV5BZmVhM2M2MTQtMDgwMS00ZWQ4LTg1NTMtZmRmYjJlMTE5NTEzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg","N/A","6.3","4,211","tt0064002","movie",NA,NA,NA,NA,"6.3/10",NA,"63%",NA,NA,NA,NA
"Best Director",NA,"Z","42-1970","tt0065234","Z","nm0002020","Costa-Gavras",NA,NA,"Z",1969,"M","08 Dec 1969","127 min","Crime, Drama, History","Costa-Gavras","Vassilis Vassilikos, Jorge Semprún, Costa-Gavras","Yves Montand, Irene Papas, Jean-Louis Trintignant","The public murder of a prominent politician and doctor amid a violent demonstration is covered up by military and government officials. A tenacious magistrate is determined not to let them get away with it.","French, Russian, English","France, Algeria","Won 2 Oscars. 12 wins & 13 nominations total","https://m.media-amazon.com/images/M/MV5BNDQ4ZTI5NTktOTY2ZS00NmM3LWE2ZTAtMTdjNzFmOWYzYzhkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg","86","8.2","27,120","tt0065234","movie",NA,NA,NA,NA,"8.2/10","86/100","94%",NA,NA,NA,NA
"Best Director",NA,"Butch Cassidy and the Sundance Kid","42-1970","tt0064115","Butch Cassidy and the Sundance Kid","nm0001351","George Roy Hill",NA,NA,"Butch Cassidy and the Sundance Kid",1969,"PG","24 Sep 1969","110 min","Biography, Crime, Drama","George Roy Hill","William Goldman","Paul Newman, Robert Redford, Katharine Ross","Wyoming, early 1900s. Butch Cassidy and The Sundance Kid are the leaders of a band of outlaws. After a train robbery goes wrong they find themselves on the run with a posse hard on their heels. Their solution - escape to Bolivia.","English, Spanish","United States, Mexico","Won 4 Oscars. 21 wins & 15 nominations total","https://m.media-amazon.com/images/M/MV5BMTkyMTM2NDk5Nl5BMl5BanBnXkFtZTgwNzY1NzEyMDE@._V1_SX300.jpg","66","8.0","211,246","tt0064115","movie",NA,NA,NA,NA,"8.0/10","66/100","89%",8,2021-07-09,NA,NA
"Best Director",NA,"They Shoot Horses, Don't They?","42-1970","tt0065088","They Shoot Horses, Don't They?","nm0001628","Sydney Pollack",NA,NA,"They Shoot Horses, Don't They?",1969,"M","20 Aug 1970","129 min","Drama","Sydney Pollack","Horace McCoy, James Poe, Robert E. Thompson","Jane Fonda, Michael Sarrazin, Susannah York","The lives of a disparate group of contestants intertwine in an inhumanely grueling dance marathon.","English","United States","Won 1 Oscar. 10 wins & 25 nominations total","https://m.media-amazon.com/images/M/MV5BY2I3ZmQwOGMtMjdhMy00MjdkLTg3Y2ItMjZhNzI5MzZjZWUzXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg","72","7.9","18,779","tt0065088","movie",NA,NA,NA,NA,"7.9/10","72/100","85%",8,2021-07-09,NA,NA
"Best Director","Winner","Patton","43-1971","tt0066206","Patton","nm0769874","Franklin J. Schaffner",NA,NA,"Patton",1970,"PG","02 Apr 1970","172 min","Biography, Drama, War","Franklin J. Schaffner","Francis Ford Coppola, Edmund H. North, Ladislas Farago","George C. Scott, Karl Malden, Stephen Young","The World War II phase of the career of controversial American general George S. Patton.","English, German, French, Russian, Arabic, Italian","United States","Won 7 Oscars. 24 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BMmNhZmJhMmYtNjlkMC00MjhjLTk1NzMtMTNlMzYzNjZlMjNiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","91","7.9","99,969","tt0066206","movie",NA,NA,NA,NA,"7.9/10","91/100","94%",NA,NA,NA,NA
"Best Director",NA,"Love Story","43-1971","tt0066011","Love Story","nm0002137","Arthur Hiller",NA,NA,"Love Story",1970,"PG","16 Dec 1970","100 min","Drama, Romance","Arthur Hiller","Erich Segal","Ali MacGraw, Ryan O'Neal, John Marley","A boy and a girl from different backgrounds fall in love regardless of their upbringing - and then tragedy strikes.","English","United States","Won 1 Oscar. 10 wins & 16 nominations total","https://m.media-amazon.com/images/M/MV5BZmFjYWU1MGQtM2FiMi00YjA3LWIwYjUtZDdhYWEyOWFhZGE0XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg","84","6.9","33,226","tt0066011","movie",NA,NA,NA,NA,"6.9/10","84/100","68%",NA,NA,NA,NA
"Best Director",NA,"Fellini Satyricon","43-1971","tt0064940","Fellini Satyricon","nm0000019","Federico Fellini",NA,NA,"Fellini Satyricon",1969,"R","11 Mar 1970","129 min","Drama, Fantasy, History","Federico Fellini","Petronius, Federico Fellini, Bernardino Zapponi","Martin Potter, Hiram Keller, Max Born","A series of disjointed mythical tales set in first-century Rome.","Italian, Latin","Italy, France","Nominated for 1 Oscar. 5 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BOWNiNGZkNDctYjhlMC00NDRkLTk2MjQtODZmNmQ5MWNmOWZkXkEyXkFqcGdeQXVyNDQzMDg4Nzk@._V1_SX300.jpg","N/A","6.9","15,806","tt0064940","movie",NA,NA,NA,NA,"6.9/10",NA,"78%",NA,NA,NA,NA
"Best Director",NA,"Women in Love","43-1971","tt0066579","Women in Love","nm0001692","Ken Russell",NA,NA,"Women in Love",1969,"R","25 Mar 1970","131 min","Drama, Romance","Ken Russell","D.H. Lawrence, Larry Kramer","Alan Bates, Oliver Reed, Glenda Jackson","Two best friends fall in love with a pair of women, but the relationships soon go in very different directions.","English, German","United Kingdom","Won 1 Oscar. 5 wins & 17 nominations total","https://m.media-amazon.com/images/M/MV5BMTY4NjA5MDQyOV5BMl5BanBnXkFtZTcwMTM5MTk3NA@@._V1_SX300.jpg","N/A","7.2","7,563","tt0066579","movie",NA,NA,NA,NA,"7.2/10",NA,NA,NA,NA,NA,NA
"Best Director",NA,"MASH","43-1971","tt0066026","MASH","nm0000265","Robert Altman",NA,NA,"MASH",1970,"R","18 Mar 1970","116 min","Comedy, Drama, War","Robert Altman","Richard Hooker, Ring Lardner Jr.","Donald Sutherland, Elliott Gould, Tom Skerritt","The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.","English, Japanese, Korean","United States","Won 1 Oscar. 14 wins & 24 nominations total","https://m.media-amazon.com/images/M/MV5BMjNjM2NlN2MtOWYyOS00NmY5LThhYjMtMDc1Y2U4OTU4MDNjXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_SX300.jpg","80","7.4","71,030","tt0066026","movie",NA,NA,NA,NA,"7.4/10","80/100","84%",NA,NA,NA,NA
"Best Director","Winner","The French Connection","44-1972","tt0067116","The French Connection","nm0001243","William Friedkin",NA,NA,"The French Connection",1971,"R","09 Oct 1971","104 min","Action, Crime, Drama","William Friedkin","Ernest Tidyman, Robin Moore","Gene Hackman, Roy Scheider, Fernando Rey","A pair of NYPD detectives in the Narcotics Bureau stumble onto a heroin smuggling ring based in Marseilles, but stopping them and capturing their leaders proves an elusive goal.","English, French","United States","Won 5 Oscars. 22 wins & 12 nominations total","https://m.media-amazon.com/images/M/MV5BOTZhY2E3NmItMGIwNi00OTA2LThkYmEtODFiZTM0NGI0ZWU5XkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_SX300.jpg","94","7.7","118,208","tt0067116","movie",NA,NA,NA,NA,"7.7/10","94/100","98%",NA,NA,NA,NA
"Best Director",NA,"Sunday Bloody Sunday","44-1972","tt0067805","Sunday Bloody Sunday","nm0772259","John Schlesinger",NA,NA,"Sunday Bloody Sunday",1971,"R","21 Sep 1971","110 min","Drama","John Schlesinger","Penelope Gilliatt, Ken Levison, John Schlesinger","Peter Finch, Glenda Jackson, Murray Head","The emotional intricacies of a polyamorous relationship between young artist Bob and his two lovers: a lonely male doctor and a frustrated female office worker.","English, Italian, Hebrew, French","United Kingdom","Nominated for 4 Oscars. 12 wins & 11 nominations total","https://m.media-amazon.com/images/M/MV5BMTg5MTIyN2EtNWJiOC00OGMyLWI1ZGEtMzI0ZWZmYjg0OTQzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","N/A","7.1","6,136","tt0067805","movie",NA,NA,NA,NA,"7.1/10",NA,"86%",6,2022-03-14,"Prime","Feature Film"
"Best Director",NA,"Fiddler on the Roof","44-1972","tt0067093","Fiddler on the Roof","nm0422484","Norman Jewison",NA,NA,"Fiddler on the Roof",1971,"G","03 Nov 1971","181 min","Drama, Family, Musical","Norman Jewison","Sholom Aleichem, Arnold Perl, Joseph Stein","Topol, Norma Crane, Leonard Frey","In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.","English, Hebrew, Russian","United States","Won 3 Oscars. 9 wins & 13 nominations total","https://m.media-amazon.com/images/M/MV5BMWMxNDYzNmUtYjFmNC00MGM2LWFmNzMtODhlMGNkNDg5MjE5XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg","67","8.0","42,391","tt0067093","movie",NA,NA,NA,NA,"8.0/10","67/100","83%",NA,NA,NA,NA
"Best Director",NA,"The Last Picture Show","44-1972","tt0067328","The Last Picture Show","nm0000953","Peter Bogdanovich",NA,NA,"The Last Picture Show",1971,"R","22 Oct 1971","118 min","Drama, Romance","Peter Bogdanovich","Larry McMurtry, Peter Bogdanovich","Timothy Bottoms, Jeff Bridges, Cybill Shepherd","In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.","English","United States","Won 2 Oscars. 19 wins & 22 nominations total","https://m.media-amazon.com/images/M/MV5BNmVjNzZkZjQtYmM5ZC00M2I0LWJhNzktNDk3MGU1NWMxMjFjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg","93","8.0","46,591","tt0067328","movie",NA,NA,NA,NA,"8.0/10","93/100","100%",8,2022-02-23,NA,NA
"Best Director",NA,"A Clockwork Orange","44-1972","tt0066921","A Clockwork Orange","nm0000040","Stanley Kubrick",NA,NA,"A Clockwork Orange",1971,"X","02 Feb 1972","136 min","Crime, Sci-Fi","Stanley Kubrick","Stanley Kubrick, Anthony Burgess","Malcolm McDowell, Patrick Magee, Michael Bates","In the future, a sadistic gang leader is imprisoned and volunteers for a conduct-aversion experiment, but it doesn't go as planned.","English","United Kingdom, United States","Nominated for 4 Oscars. 12 wins & 24 nominations total","https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_SX300.jpg","77","8.3","798,662","tt0066921","movie",NA,NA,NA,NA,"8.3/10","77/100","87%",10,2021-07-09,NA,NA
"Best Director","Winner","Cabaret","45-1973","tt0068327","Cabaret","nm0002080","Bob Fosse",NA,NA,"Cabaret",1972,"PG","13 Feb 1972","124 min","Drama, Music, Musical","Bob Fosse","Joe Masteroff, John Van Druten, Christopher Isherwood","Liza Minnelli, Michael York, Helmut Griem","A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.","English, German, Hebrew, French","United States","Won 8 Oscars. 39 wins & 18 nominations total","https://m.media-amazon.com/images/M/MV5BNTEyMzc0Mjk5MV5BMl5BanBnXkFtZTgwMjI2NDIwMTE@._V1_SX300.jpg","80","7.8","52,829","tt0068327","movie",NA,NA,NA,NA,"7.8/10","80/100","93%",9,2021-07-09,NA,NA
