"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","totalSeasons","Season","Episode","seriesID","IMDb","Metacritic","RottenTomatoes","Rating","Rated.Date","Prime","Amazon.Type"
"Best Documentary, Features",NA,"Jonathan Stack, Liz Garbus","71-1999","tt0139193","The Farm: Angola, USA","nm0821033","Jonathan Stack",NA,NA,"The Farm: Angola, USA",1998,"N/A","17 Jan 1998","88 min","Documentary","Liz Garbus, Wilbert Rideau, Jonathan Stack","Bob Harris","Bernard Addison, Burl Cain, George Crawford","Documentary depicting day to day life in Angola Prison mostly from an inmate's perspective. Interviews are with several inmates including one with a life sentence who is about to die.","English","United States","Nominated for 1 Oscar. 9 wins & 7 nominations total","https://m.media-amazon.com/images/M/MV5BZmUzYjNkNzYtZTQ1Zi00NjlkLTgzMjUtNWUyZmNiOTFjMDljXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg","N/A","7.5","787","tt0139193","movie",NA,NA,NA,NA,"7.5/10",NA,"100%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Jonathan Stack, Liz Garbus","71-1999","tt0139193","The Farm: Angola, USA","nm0305017","Liz Garbus",NA,NA,"The Farm: Angola, USA",1998,"N/A","17 Jan 1998","88 min","Documentary","Liz Garbus, Wilbert Rideau, Jonathan Stack","Bob Harris","Bernard Addison, Burl Cain, George Crawford","Documentary depicting day to day life in Angola Prison mostly from an inmate's perspective. Interviews are with several inmates including one with a life sentence who is about to die.","English","United States","Nominated for 1 Oscar. 9 wins & 7 nominations total","https://m.media-amazon.com/images/M/MV5BZmUzYjNkNzYtZTQ1Zi00NjlkLTgzMjUtNWUyZmNiOTFjMDljXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_SX300.jpg","N/A","7.5","787","tt0139193","movie",NA,NA,NA,NA,"7.5/10",NA,"100%",NA,NA,NA,NA
"Best Documentary, Features","Winner","Arthur Cohn, Kevin Macdonald","72-2000","tt0230591","One Day in September","nm0004453","Arthur Cohn",NA,NA,"One Day in September",1999,"R","12 Jul 2001","94 min","Documentary, History, Sport","Kevin Macdonald","N/A","Michael Douglas, Ankie Spitzer, Jamal Al Gashey","The Palestinian terrorist group Black September holds Israeli athletes hostage at the 1972 Summer Olympic Games in Munich.","English, German","Switzerland, Germany, United Kingdom","Won 1 Oscar. 5 wins & 7 nominations total","https://m.media-amazon.com/images/M/MV5BYWI0MGJkOGEtMzViNS00YzRmLTllMGQtZmJhZjk0Mzg3YzhhXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg","82","7.8","5,944","tt0230591","movie",NA,NA,NA,NA,"7.8/10","82/100","97%",NA,NA,NA,NA
"Best Documentary, Features","Winner","Arthur Cohn, Kevin Macdonald","72-2000","tt0230591","One Day in September","nm0531817","Kevin Macdonald",NA,NA,"One Day in September",1999,"R","12 Jul 2001","94 min","Documentary, History, Sport","Kevin Macdonald","N/A","Michael Douglas, Ankie Spitzer, Jamal Al Gashey","The Palestinian terrorist group Black September holds Israeli athletes hostage at the 1972 Summer Olympic Games in Munich.","English, German","Switzerland, Germany, United Kingdom","Won 1 Oscar. 5 wins & 7 nominations total","https://m.media-amazon.com/images/M/MV5BYWI0MGJkOGEtMzViNS00YzRmLTllMGQtZmJhZjk0Mzg3YzhhXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg","82","7.8","5,944","tt0230591","movie",NA,NA,NA,NA,"7.8/10","82/100","97%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Wim Wenders, Ulrich Felsberg","72-2000","tt0186508","Buena Vista Social Club","nm0000694","Wim Wenders",NA,NA,"Buena Vista Social Club",1999,"G","04 Jun 1999","105 min","Documentary, Music","Wim Wenders","Wim Wenders, Nick Gold","Compay Segundo, Ibrahim Ferrer, Rubén González","Aging Cuban musicians whose talents had been virtually forgotten following Castro's takeover of Cuba, are brought out of retirement by Ry Cooder, who travelled to Havana in order to bring the musicians together, resulting in triumpha","English, Spanish","Germany, United States, United Kingdom, France, Cuba","Nominated for 1 Oscar. 21 wins & 12 nominations total","https://m.media-amazon.com/images/M/MV5BZjc2MDY3MjgtYmI4YS00MmQ0LThkNmUtNDQxNWJkZGRmNGFhXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg","81","7.6","18,992","tt0186508","movie",NA,NA,NA,NA,"7.6/10","81/100","92%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Wim Wenders, Ulrich Felsberg","72-2000","tt0186508","Buena Vista Social Club","nm0271570","Ulrich Felsberg",NA,NA,"Buena Vista Social Club",1999,"G","04 Jun 1999","105 min","Documentary, Music","Wim Wenders","Wim Wenders, Nick Gold","Compay Segundo, Ibrahim Ferrer, Rubén González","Aging Cuban musicians whose talents had been virtually forgotten following Castro's takeover of Cuba, are brought out of retirement by Ry Cooder, who travelled to Havana in order to bring the musicians together, resulting in triumpha","English, Spanish","Germany, United States, United Kingdom, France, Cuba","Nominated for 1 Oscar. 21 wins & 12 nominations total","https://m.media-amazon.com/images/M/MV5BZjc2MDY3MjgtYmI4YS00MmQ0LThkNmUtNDQxNWJkZGRmNGFhXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg","81","7.6","18,992","tt0186508","movie",NA,NA,NA,NA,"7.6/10","81/100","92%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Roko Belic, Adrian Belic","72-2000","tt0187859","Genghis Blues","nm0067861","Roko Belic",NA,NA,"Genghis Blues",1999,"Not Rated","28 Oct 1999","88 min","Documentary","Roko Belic","Roko Belic","Richard Feynman, B.B. King, Kongar-ol Ondar","San Francisco bluesman and composer, Paul Peña makes a musical pilgrimage to the land of Tuva.","English, Tuvinian","United States","Nominated for 1 Oscar. 8 wins & 1 nomination total","https://m.media-amazon.com/images/M/MV5BZTkyNmU2MmEtMmNkNC00NzY4LWIwMDEtMjc0MGVmYmFiZDJkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg","N/A","7.9","1,362","tt0187859","movie",NA,NA,NA,NA,"7.9/10",NA,"75%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Roko Belic, Adrian Belic","72-2000","tt0187859","Genghis Blues","nm0067860","Adrian Belic",NA,NA,"Genghis Blues",1999,"Not Rated","28 Oct 1999","88 min","Documentary","Roko Belic","Roko Belic","Richard Feynman, B.B. King, Kongar-ol Ondar","San Francisco bluesman and composer, Paul Peña makes a musical pilgrimage to the land of Tuva.","English, Tuvinian","United States","Nominated for 1 Oscar. 8 wins & 1 nomination total","https://m.media-amazon.com/images/M/MV5BZTkyNmU2MmEtMmNkNC00NzY4LWIwMDEtMjc0MGVmYmFiZDJkXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg","N/A","7.9","1,362","tt0187859","movie",NA,NA,NA,NA,"7.9/10",NA,"75%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Nanette Burstein, Brett Morgen","72-2000","tt0181733","On the Ropes","nm0123379","Nanette Burstein",NA,NA,"On the Ropes",1999,"N/A","22 Jan 1999","94 min","Documentary, Drama, Sport","Nanette Burstein, Brett Morgen","N/A","Sam Doumit, Martin Goldman, Harry Keitt","The story of three young boxers and their coach who is determined to guide them in a positive direction in and out of the ring.","English","United States","Nominated for 1 Oscar. 6 wins & 4 nominations total","https://m.media-amazon.com/images/M/MV5BMjEzMTE4MTk0Nl5BMl5BanBnXkFtZTcwOTc5MTYyMQ@@._V1_SX300.jpg","80","7.2","459","tt0181733","movie",NA,NA,NA,NA,"7.2/10","80/100","93%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Nanette Burstein, Brett Morgen","72-2000","tt0181733","On the Ropes","nm0605137","Brett Morgen",NA,NA,"On the Ropes",1999,"N/A","22 Jan 1999","94 min","Documentary, Drama, Sport","Nanette Burstein, Brett Morgen","N/A","Sam Doumit, Martin Goldman, Harry Keitt","The story of three young boxers and their coach who is determined to guide them in a positive direction in and out of the ring.","English","United States","Nominated for 1 Oscar. 6 wins & 4 nominations total","https://m.media-amazon.com/images/M/MV5BMjEzMTE4MTk0Nl5BMl5BanBnXkFtZTcwOTc5MTYyMQ@@._V1_SX300.jpg","80","7.2","459","tt0181733","movie",NA,NA,NA,NA,"7.2/10","80/100","93%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Paola di Florio, Lilibet Foster","72-2000","tt0181835","Speaking in Strings","nm0223814","Paola di Florio",NA,NA,"Speaking in Strings",1999,"Not Rated","28 Jan 1999","73 min","Documentary","Paola di Florio","N/A","Nadja Salerno-Sonnenberg","This real-life documentary explores the passionate &amp; energetic presence of renowned Italian violinist Nadja Salerno-Sonnenberg (she moved to the Unites States at the age of eight to study at The Curtis Institute of Music and later st","English","United States","Nominated for 1 Oscar. 2 wins & 3 nominations total","https://m.media-amazon.com/images/M/MV5BODAzNjg1MDYxM15BMl5BanBnXkFtZTcwOTEzMTYxMQ@@._V1_SX300.jpg","56","6.8","217","tt0181835","movie",NA,NA,NA,NA,"6.8/10","56/100",NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Paola di Florio, Lilibet Foster","72-2000","tt0181835","Speaking in Strings","nm0287933","Lilibet Foster",NA,NA,"Speaking in Strings",1999,"Not Rated","28 Jan 1999","73 min","Documentary","Paola di Florio","N/A","Nadja Salerno-Sonnenberg","This real-life documentary explores the passionate &amp; energetic presence of renowned Italian violinist Nadja Salerno-Sonnenberg (she moved to the Unites States at the age of eight to study at The Curtis Institute of Music and later st","English","United States","Nominated for 1 Oscar. 2 wins & 3 nominations total","https://m.media-amazon.com/images/M/MV5BODAzNjg1MDYxM15BMl5BanBnXkFtZTcwOTEzMTYxMQ@@._V1_SX300.jpg","56","6.8","217","tt0181835","movie",NA,NA,NA,NA,"6.8/10","56/100",NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","Mark Jonathan Harris, Deborah Oppenheimer","73-2001","tt0248912","Into the Arms of Strangers: Stories of the Kindertransport","nm0365057","Mark Jonathan Harris",NA,NA,"Into the Arms of Strangers: Stories of the Kindertransport",2000,"PG","24 Nov 2000","122 min","Documentary, History, War","Mark Jonathan Harris","Mark Jonathan Harris","Judi Dench, Lory Cahn, Kurt Fuchel","The secret smuggling of 9,300 Jewish children out of Nazi Germany in the late 1930s.","English, German","United Kingdom, United States","Won 1 Oscar. 7 wins & 6 nominations total","https://m.media-amazon.com/images/M/MV5BZmY4OTVmNTYtMTRkZi00MDBiLTlmODUtOGM5ZDdkM2E5M2Q4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg","79","7.8","1,736","tt0248912","movie",NA,NA,NA,NA,"7.8/10","79/100","91%",NA,NA,NA,NA
"Best Documentary, Features","Winner","Mark Jonathan Harris, Deborah Oppenheimer","73-2001","tt0248912","Into the Arms of Strangers: Stories of the Kindertransport","nm0649179","Deborah Oppenheimer",NA,NA,"Into the Arms of Strangers: Stories of the Kindertransport",2000,"PG","24 Nov 2000","122 min","Documentary, History, War","Mark Jonathan Harris","Mark Jonathan Harris","Judi Dench, Lory Cahn, Kurt Fuchel","The secret smuggling of 9,300 Jewish children out of Nazi Germany in the late 1930s.","English, German","United Kingdom, United States","Won 1 Oscar. 7 wins & 6 nominations total","https://m.media-amazon.com/images/M/MV5BZmY4OTVmNTYtMTRkZi00MDBiLTlmODUtOGM5ZDdkM2E5M2Q4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg","79","7.8","1,736","tt0248912","movie",NA,NA,NA,NA,"7.8/10","79/100","91%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Tod Lending","73-2001","tt0188028","Legacy","nm0501781","Tod Lending",NA,NA,"Legacy",2000,"Not Rated","01 Feb 2000","90 min","Documentary","Tod Lending","Tod Lending","Alaissa Collins, Marquis Collins, Nickcole Collins","A documentary that tracks five years and three generations of a Chicago family's life in public housing. The murder of a family member has an immediate impact, but eventually changes them toward a more positive outlook on life in the","English","United States","Nominated for 1 Oscar. 7 wins & 6 nominations total","https://m.media-amazon.com/images/M/MV5BMTUzMTMxODkwMl5BMl5BanBnXkFtZTcwMjQ2NDMzMQ@@._V1_SX300.jpg","N/A","6.7","144","tt0188028","movie",NA,NA,NA,NA,"6.7/10",NA,"80%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Frances Reid, Deborah Hoffmann","73-2001","tt0236447","Long Night's Journey Into Day","nm0717266","Frances Reid",NA,NA,"Long Night's Journey Into Day",2000,"Not Rated","20 Dec 2001","94 min","Documentary","Deborah Hoffmann, Frances Reid","N/A","Mary Burton, Pumla Gobodo-Madikizela, Mongezi Manqina","This documentary tells four stories of Apartheid in South Africa, as seen through the eyes of the Truth and Reconciliation commission. White soldiers who have killed ANC activists, black activists who have killed whites in political","English, Afrikaans","United States","Nominated for 1 Oscar. 10 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BMjI4MTIzMTc4M15BMl5BanBnXkFtZTgwMjA0OTk1MDE@._V1_SX300.jpg","85","7.3","255","tt0236447","movie",NA,NA,NA,NA,"7.3/10","85/100","94%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Frances Reid, Deborah Hoffmann","73-2001","tt0236447","Long Night's Journey Into Day","nm0389161","Deborah Hoffmann",NA,NA,"Long Night's Journey Into Day",2000,"Not Rated","20 Dec 2001","94 min","Documentary","Deborah Hoffmann, Frances Reid","N/A","Mary Burton, Pumla Gobodo-Madikizela, Mongezi Manqina","This documentary tells four stories of Apartheid in South Africa, as seen through the eyes of the Truth and Reconciliation commission. White soldiers who have killed ANC activists, black activists who have killed whites in political","English, Afrikaans","United States","Nominated for 1 Oscar. 10 wins & 8 nominations total","https://m.media-amazon.com/images/M/MV5BMjI4MTIzMTc4M15BMl5BanBnXkFtZTgwMjA0OTk1MDE@._V1_SX300.jpg","85","7.3","255","tt0236447","movie",NA,NA,NA,NA,"7.3/10","85/100","94%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Barak Goodman, Daniel Anker","73-2001","tt0240885","Scottsboro: An American Tragedy","nm0329014","Barak Goodman",NA,NA,"Scottsboro: An American Tragedy",2000,"N/A","21 Jan 2000","84 min","Documentary, History","Barak Goodman, Daniel Anker","Barak Goodman, Kay Boyle","Frances McDormand, Stanley Tucci, Andre Braugher","The history of the ""Scottsboro Boys,"" a group of African American men who were victims of a racist miscarriage of justice that became a national controversy.","English","United States","Nominated for 1 Oscar. 6 wins & 2 nominations total","https://m.media-amazon.com/images/M/MV5BMTI3ODQ4MDYwN15BMl5BanBnXkFtZTcwNDE3OTMyMQ@@._V1_SX300.jpg","74","7.3","325","tt0240885","movie",NA,NA,NA,NA,"7.3/10","74/100","67%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Barak Goodman, Daniel Anker","73-2001","tt0240885","Scottsboro: An American Tragedy","nm0030155","Daniel Anker",NA,NA,"Scottsboro: An American Tragedy",2000,"N/A","21 Jan 2000","84 min","Documentary, History","Barak Goodman, Daniel Anker","Barak Goodman, Kay Boyle","Frances McDormand, Stanley Tucci, Andre Braugher","The history of the ""Scottsboro Boys,"" a group of African American men who were victims of a racist miscarriage of justice that became a national controversy.","English","United States","Nominated for 1 Oscar. 6 wins & 2 nominations total","https://m.media-amazon.com/images/M/MV5BMTI3ODQ4MDYwN15BMl5BanBnXkFtZTcwNDE3OTMyMQ@@._V1_SX300.jpg","74","7.3","325","tt0240885","movie",NA,NA,NA,NA,"7.3/10","74/100","67%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Josh Aronson, Roger Weisberg","73-2001","tt0240912","Sound and Fury","nm0036977","Josh Aronson",NA,NA,"Sound and Fury",2000,"Not Rated","21 Jan 2000","80 min","Documentary","Josh Aronson","N/A","Jaime Leigh Allen, Jemma Braham, Freeda Cat","If you could make your deaf child hear, would you? Academy Award-nominated Sound and Fury follows the intimate, heart-rending tale of the Artinians, an extended family with deaf and hearing members across three generations. Together","English, American Sign","United Kingdom, United States","Nominated for 1 Oscar. 3 wins & 5 nominations total","https://m.media-amazon.com/images/M/MV5BMTkxNTUzMTA5N15BMl5BanBnXkFtZTcwMDM0NjIyMQ@@._V1_SX300.jpg","85","7.9","1,004","tt0240912","movie",NA,NA,NA,NA,"7.9/10","85/100","96%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Josh Aronson, Roger Weisberg","73-2001","tt0240912","Sound and Fury","nm0918724","Roger Weisberg",NA,NA,"Sound and Fury",2000,"Not Rated","21 Jan 2000","80 min","Documentary","Josh Aronson","N/A","Jaime Leigh Allen, Jemma Braham, Freeda Cat","If you could make your deaf child hear, would you? Academy Award-nominated Sound and Fury follows the intimate, heart-rending tale of the Artinians, an extended family with deaf and hearing members across three generations. Together","English, American Sign","United Kingdom, United States","Nominated for 1 Oscar. 3 wins & 5 nominations total","https://m.media-amazon.com/images/M/MV5BMTkxNTUzMTA5N15BMl5BanBnXkFtZTcwMDM0NjIyMQ@@._V1_SX300.jpg","85","7.9","1,004","tt0240912","movie",NA,NA,NA,NA,"7.9/10","85/100","96%",NA,NA,NA,NA
"Best Documentary, Features","Winner","Jean-Xavier de Lestrade, Denis Poncet","74-2002","tt0307197","Murder on a Sunday Morning","nm0994355","Jean-Xavier de Lestrade",NA,NA,"Murder on a Sunday Morning",2001,"Not Rated","26 Feb 2003","111 min","Documentary, Crime","Jean-Xavier de Lestrade","N/A","Ann Finnell, Patrick McGuinness, James Williams","Oscar-winning documentary that documents a murder trial in which a 15-year-old African-American is wrongfully accused of a 2000 murder in Jacksonville, Florida.","English","France, United States","Won 1 Oscar. 3 wins total","https://m.media-amazon.com/images/M/MV5BMzc5M2Q4Y2UtZDNmYS00NTYzLTkxYzAtZjhiNjQ4Yjk0YTFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","N/A","8.0","4,251","tt0307197","movie",NA,NA,NA,NA,"8.0/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features","Winner","Jean-Xavier de Lestrade, Denis Poncet","74-2002","tt0307197","Murder on a Sunday Morning","nm1119350","Denis Poncet",NA,NA,"Murder on a Sunday Morning",2001,"Not Rated","26 Feb 2003","111 min","Documentary, Crime","Jean-Xavier de Lestrade","N/A","Ann Finnell, Patrick McGuinness, James Williams","Oscar-winning documentary that documents a murder trial in which a 15-year-old African-American is wrongfully accused of a 2000 murder in Jacksonville, Florida.","English","France, United States","Won 1 Oscar. 3 wins total","https://m.media-amazon.com/images/M/MV5BMzc5M2Q4Y2UtZDNmYS00NTYzLTkxYzAtZjhiNjQ4Yjk0YTFjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","N/A","8.0","4,251","tt0307197","movie",NA,NA,NA,NA,"8.0/10",NA,NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Edet Belzberg","74-2002","tt0264476","Children Underground","nm0069797","Edet Belzberg",NA,NA,"Children Underground",2001,"Not Rated","05 Oct 2003","104 min","Documentary","Edet Belzberg","N/A","Cristina Ionescu, Mihai Alexandre Tudose, Violeta 'Macarena' Rosu","A profile of homeless Romanian children who were born victims of the nation's reckless population growth policy during its communist era.","Romanian","United States","Nominated for 1 Oscar. 4 wins & 3 nominations total","https://m.media-amazon.com/images/M/MV5BMTc5MjQxNjAxMV5BMl5BanBnXkFtZTcwMjk3NTEyMQ@@._V1_SX300.jpg","85","8.2","2,338","tt0264476","movie",NA,NA,NA,NA,"8.2/10","85/100","94%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Susan Froemke, Deborah Dickson","74-2002","tt0274622","LaLee's Kin: The Legacy of Cotton","nm0297085","Susan Froemke",NA,NA,"LaLee's Kin: The Legacy of Cotton",2001,"N/A","19 Jan 2001","89 min","Documentary","Deborah Dickson, Susan Froemke, Albert Maysles","N/A","Reggie Barnes, LaLee Wallace","This documentary follows a Mississippi Delta school district and a single Delta family as they struggle against the crippling effects of poverty in the wake of more than one hundred years of slavery.","English","USA","Nominated for 1 Oscar. Another 1 win & 2 nominations.","https://m.media-amazon.com/images/M/MV5BMTQ3MTk2Nzk5Nl5BMl5BanBnXkFtZTYwOTk4ODI5._V1_SX300.jpg","78","7.7","210","tt0274622","movie",NA,NA,NA,NA,"7.7/10","78/100",NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Susan Froemke, Deborah Dickson","74-2002","tt0274622","LaLee's Kin: The Legacy of Cotton","nm0225630","Deborah Dickson",NA,NA,"LaLee's Kin: The Legacy of Cotton",2001,"N/A","19 Jan 2001","89 min","Documentary","Deborah Dickson, Susan Froemke, Albert Maysles","N/A","Reggie Barnes, LaLee Wallace","This documentary follows a Mississippi Delta school district and a single Delta family as they struggle against the crippling effects of poverty in the wake of more than one hundred years of slavery.","English","USA","Nominated for 1 Oscar. Another 1 win & 2 nominations.","https://m.media-amazon.com/images/M/MV5BMTQ3MTk2Nzk5Nl5BMl5BanBnXkFtZTYwOTk4ODI5._V1_SX300.jpg","78","7.7","210","tt0274622","movie",NA,NA,NA,NA,"7.7/10","78/100",NA,NA,NA,NA,NA
"Best Documentary, Features",NA,"Justine Shapiro, B.Z. Goldberg","74-2002","tt0282864","Promises","nm0035184","Justine Shapiro",NA,NA,"Promises",2001,"N/A","20 Dec 2001","106 min","Documentary","B.Z. Goldberg, Justine Shapiro, Carlos Bolado","B.Z. Goldberg, Stephen Most, Justine Shapiro","Moishe Bar Am, B.Z. Goldberg, Shlomo Green","Several Jewish and Palestinian children are followed for three years and put in touch with each other, in this alternative look at the Jewish-Palestinian conflict. The three filmmakers followed a group of seven local children between","English, Arabic, Hebrew","United States","Nominated for 1 Oscar. 15 wins & 5 nominations total","https://m.media-amazon.com/images/M/MV5BMTM4ODI4MjAzM15BMl5BanBnXkFtZTcwMzQ2MjcyMQ@@._V1_SX300.jpg","80","8.4","2,625","tt0282864","movie",NA,NA,NA,NA,"8.4/10","80/100","96%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Justine Shapiro, B.Z. Goldberg","74-2002","tt0282864","Promises","nm0325148","B.Z. Goldberg",NA,NA,"Promises",2001,"N/A","20 Dec 2001","106 min","Documentary","B.Z. Goldberg, Justine Shapiro, Carlos Bolado","B.Z. Goldberg, Stephen Most, Justine Shapiro","Moishe Bar Am, B.Z. Goldberg, Shlomo Green","Several Jewish and Palestinian children are followed for three years and put in touch with each other, in this alternative look at the Jewish-Palestinian conflict. The three filmmakers followed a group of seven local children between","English, Arabic, Hebrew","United States","Nominated for 1 Oscar. 15 wins & 5 nominations total","https://m.media-amazon.com/images/M/MV5BMTM4ODI4MjAzM15BMl5BanBnXkFtZTcwMzQ2MjcyMQ@@._V1_SX300.jpg","80","8.4","2,625","tt0282864","movie",NA,NA,NA,NA,"8.4/10","80/100","96%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Christian Frei","74-2002","tt0309061","War Photographer","nm0293726","Christian Frei",NA,NA,"War Photographer",2001,"N/A","N/A","96 min","Documentary, War","Christian Frei","N/A","James Nachtwey, Christiane Amanpour, Hans-Hermann Klare","Documentary about war photographer James Nachtwey, considered by many the greatest war photographer ever.","English, German","Switzerland","Nominated for 1 Oscar. 6 wins & 4 nominations total","https://m.media-amazon.com/images/M/MV5BMjAyOTE3Nzg3Nl5BMl5BanBnXkFtZTcwMTg4NTAwMQ@@._V1_SX300.jpg","79","8.0","4,116","tt0309061","movie",NA,NA,NA,NA,"8.0/10","79/100","80%",NA,NA,NA,NA
"Best Documentary, Features","Winner","Michael Moore, Michael Donovan","75-2003","tt0310793","Bowling for Columbine","nm0601619","Michael Moore",NA,NA,"Bowling for Columbine",2002,"R","15 Nov 2002","120 min","Documentary, Crime, Drama","Michael Moore","Michael Moore","Michael Moore, Charlton Heston, Marilyn Manson","Filmmaker Michael Moore explores the roots of America's predilection for gun violence.","English","United States, Canada, Germany","Won 1 Oscar. 39 wins & 13 nominations total","https://m.media-amazon.com/images/M/MV5BOWY2OWM1ODEtNDU5OS00MjMwLTliYzItZWZlOTEyYmQ2Njg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","72","7.9","143,054","tt0310793","movie",NA,NA,NA,NA,"7.9/10","72/100","95%",8,2021-07-09,"Prime","Documentary"
"Best Documentary, Features","Winner","Michael Moore, Michael Donovan","75-2003","tt0310793","Bowling for Columbine","nm0233035","Michael Donovan",NA,NA,"Bowling for Columbine",2002,"R","15 Nov 2002","120 min","Documentary, Crime, Drama","Michael Moore","Michael Moore","Michael Moore, Charlton Heston, Marilyn Manson","Filmmaker Michael Moore explores the roots of America's predilection for gun violence.","English","United States, Canada, Germany","Won 1 Oscar. 39 wins & 13 nominations total","https://m.media-amazon.com/images/M/MV5BOWY2OWM1ODEtNDU5OS00MjMwLTliYzItZWZlOTEyYmQ2Njg4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg","72","7.9","143,054","tt0310793","movie",NA,NA,NA,NA,"7.9/10","72/100","95%",8,2021-07-09,"Prime","Documentary"
"Best Documentary, Features",NA,"Gail Dolgin, Vicente Franco","75-2003","tt0303281","Daughter from Danang","nm0231000","Gail Dolgin",NA,NA,"Daughter from Danang",2002,"PG","11 Jan 2002","83 min","Documentary, War","Gail Dolgin, Vicente Franco","N/A","Mai Thi Kim, Heidi Neville-Bub, Gerald Ford","Separated at the end of the Vietnam war, an ""Americanized"" woman and her Vietnamese mother are reunited after 22 years.","English, Vietnamese","United States","Nominated for 1 Oscar. 2 wins & 2 nominations total","https://m.media-amazon.com/images/M/MV5BMjA1MTg4MzYwMl5BMl5BanBnXkFtZTcwODY0MTQyMQ@@._V1_SX300.jpg","77","7.4","585","tt0303281","movie",NA,NA,NA,NA,"7.4/10","77/100","79%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Gail Dolgin, Vicente Franco","75-2003","tt0303281","Daughter from Danang","nm0290657","Vicente Franco",NA,NA,"Daughter from Danang",2002,"PG","11 Jan 2002","83 min","Documentary, War","Gail Dolgin, Vicente Franco","N/A","Mai Thi Kim, Heidi Neville-Bub, Gerald Ford","Separated at the end of the Vietnam war, an ""Americanized"" woman and her Vietnamese mother are reunited after 22 years.","English, Vietnamese","United States","Nominated for 1 Oscar. 2 wins & 2 nominations total","https://m.media-amazon.com/images/M/MV5BMjA1MTg4MzYwMl5BMl5BanBnXkFtZTcwODY0MTQyMQ@@._V1_SX300.jpg","77","7.4","585","tt0303281","movie",NA,NA,NA,NA,"7.4/10","77/100","79%",NA,NA,NA,NA
"Best Documentary, Features",NA,"Malcolm Clarke, Stuart Sender","75-2003","tt0316013","Prisoner of Paradise","nm0164885","Malcolm Clarke",NA,NA,"Prisoner of Paradise",2002,"PG","23 Apr 2011","96 min","Documentary, Biography","Malcolm Clarke, Stuart Sender","Malcolm Clarke","Ian Holm, Robert Lantz, Eleonore Hertzberg","Documentary about Holocaust victim Kurt Gerron.","English","United States, Canada, Germany, United Kingdom","Nominated for 1 Oscar. 1 win & 2 nominations total","https://m.media-amazon.com/images/M/MV5BMTU0NTIyNzUxMV5BMl5BanBnXkFtZTYwODA1NTk5._V1_SX300.jpg","N/A","7.6","384","tt0316013","movie",NA,NA,NA,NA,"7.6/10",NA,"82%",NA,NA,NA,NA
