"AwardCategory","AwardWinner","SecondaryName.list","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","totalSeasons","Season","Episode","seriesID","IMDb","Metacritic","RottenTomatoes","Rating","Rated.Date","Prime","Amazon.Type"
"Best Animated Feature Film of the Year",NA,"Benjamin Renner, Didier Brunner","86-2014","tt1816518","Ernest & Celestine","nm2883649","Benjamin Renner",NA,NA,"Ernest & Celestine",2012,"PG","28 Feb 2014","80 min","Animation, Adventure, Comedy","Stéphane Aubier, Vincent Patar, Benjamin Renner","Daniel Pennac, Gabrielle Vincent","Lambert Wilson, Pauline Brunner, Anne-Marie Loop","The story of an unlikely friendship between a bear, Ernest, and a young mouse named Celestine.","French, English","France, Belgium, Luxembourg","Nominated for 1 Oscar. 14 wins & 15 nominations total","https://m.media-amazon.com/images/M/MV5BMjA3NzA5ODY4M15BMl5BanBnXkFtZTgwMzU5ODMwMTE@._V1_SX300.jpg","86","7.9","19,973","tt1816518","movie",NA,NA,NA,NA,"7.9/10","86/100","98%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Benjamin Renner, Didier Brunner","86-2014","tt1816518","Ernest & Celestine","nm0116369","Didier Brunner",NA,NA,"Ernest & Celestine",2012,"PG","28 Feb 2014","80 min","Animation, Adventure, Comedy","Stéphane Aubier, Vincent Patar, Benjamin Renner","Daniel Pennac, Gabrielle Vincent","Lambert Wilson, Pauline Brunner, Anne-Marie Loop","The story of an unlikely friendship between a bear, Ernest, and a young mouse named Celestine.","French, English","France, Belgium, Luxembourg","Nominated for 1 Oscar. 14 wins & 15 nominations total","https://m.media-amazon.com/images/M/MV5BMjA3NzA5ODY4M15BMl5BanBnXkFtZTgwMzU5ODMwMTE@._V1_SX300.jpg","86","7.9","19,973","tt1816518","movie",NA,NA,NA,NA,"7.9/10","86/100","98%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Chris Sanders, Kirk DeMicco, Kristine Belson","86-2014","tt0481499","The Croods","nm0761498","Chris Sanders",NA,NA,"The Croods",2013,"PG","22 Mar 2013","98 min","Animation, Adventure, Comedy","Kirk DeMicco, Chris Sanders","Chris Sanders, Kirk DeMicco, John Cleese","Nicolas Cage, Ryan Reynolds, Emma Stone","After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.","English","United States","Nominated for 1 Oscar. 5 wins & 46 nominations total","https://m.media-amazon.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX300.jpg","55","7.2","206,456","tt0481499","movie",NA,NA,NA,NA,"7.2/10","55/100","72%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Chris Sanders, Kirk DeMicco, Kristine Belson","86-2014","tt0481499","The Croods","nm0210320","Kirk DeMicco",NA,NA,"The Croods",2013,"PG","22 Mar 2013","98 min","Animation, Adventure, Comedy","Kirk DeMicco, Chris Sanders","Chris Sanders, Kirk DeMicco, John Cleese","Nicolas Cage, Ryan Reynolds, Emma Stone","After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.","English","United States","Nominated for 1 Oscar. 5 wins & 46 nominations total","https://m.media-amazon.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX300.jpg","55","7.2","206,456","tt0481499","movie",NA,NA,NA,NA,"7.2/10","55/100","72%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Chris Sanders, Kirk DeMicco, Kristine Belson","86-2014","tt0481499","The Croods","nm0069549","Kristine Belson",NA,NA,"The Croods",2013,"PG","22 Mar 2013","98 min","Animation, Adventure, Comedy","Kirk DeMicco, Chris Sanders","Chris Sanders, Kirk DeMicco, John Cleese","Nicolas Cage, Ryan Reynolds, Emma Stone","After their cave is destroyed, a caveman family must trek through an unfamiliar fantastical world with the help of an inventive boy.","English","United States","Nominated for 1 Oscar. 5 wins & 46 nominations total","https://m.media-amazon.com/images/M/MV5BMTcyOTc2OTA1Ml5BMl5BanBnXkFtZTcwOTI1MjkzOQ@@._V1_SX300.jpg","55","7.2","206,456","tt0481499","movie",NA,NA,NA,NA,"7.2/10","55/100","72%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Hayao Miyazaki, Toshio Suzuki","86-2014","tt2013293","The Wind Rises","nm0594503","Hayao Miyazaki",NA,NA,"The Wind Rises",2013,"PG-13","21 Feb 2014","126 min","Animation, Biography, Drama","Hayao Miyazaki","Hayao Miyazaki","Hideaki Anno, Hidetoshi Nishijima, Miori Takimoto","A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.","Japanese, German, Italian, French, English","Japan, France, United States","Nominated for 1 Oscar. 26 wins & 54 nominations total","https://m.media-amazon.com/images/M/MV5BMTU4NDg0MzkzNV5BMl5BanBnXkFtZTgwODA3Mzc1MDE@._V1_SX300.jpg","83","7.8","80,879","tt2013293","movie",NA,NA,NA,NA,"7.8/10","83/100","88%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Hayao Miyazaki, Toshio Suzuki","86-2014","tt2013293","The Wind Rises","nm0840699","Toshio Suzuki",NA,NA,"The Wind Rises",2013,"PG-13","21 Feb 2014","126 min","Animation, Biography, Drama","Hayao Miyazaki","Hayao Miyazaki","Hideaki Anno, Hidetoshi Nishijima, Miori Takimoto","A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.","Japanese, German, Italian, French, English","Japan, France, United States","Nominated for 1 Oscar. 26 wins & 54 nominations total","https://m.media-amazon.com/images/M/MV5BMTU4NDg0MzkzNV5BMl5BanBnXkFtZTgwODA3Mzc1MDE@._V1_SX300.jpg","83","7.8","80,879","tt2013293","movie",NA,NA,NA,NA,"7.8/10","83/100","88%",NA,NA,NA,NA
"Best Animated Feature Film of the Year","Winner","Don Hall, Chris Williams, Roy Conli","87-2015","tt2245084","Big Hero 6","nm2320658","Don Hall",NA,NA,"Big Hero 6",2014,"PG","07 Nov 2014","102 min","Animation, Action, Adventure","Don Hall, Chris Williams","Jordan Roberts, Robert L. Baird, Daniel Gerson","Ryan Potter, Scott Adsit, Jamie Chung","A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.","English","United States","Won 1 Oscar. 17 wins & 58 nominations total","https://m.media-amazon.com/images/M/MV5BMDliOTIzNmUtOTllOC00NDU3LWFiNjYtMGM0NDc1YTMxNjYxXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_SX300.jpg","74","7.8","438,915","tt2245084","movie",NA,NA,NA,NA,"7.8/10","74/100","90%",7,2021-07-09,NA,NA
"Best Animated Feature Film of the Year","Winner","Don Hall, Chris Williams, Roy Conli","87-2015","tt2245084","Big Hero 6","nm0930261","Chris Williams",NA,NA,"Big Hero 6",2014,"PG","07 Nov 2014","102 min","Animation, Action, Adventure","Don Hall, Chris Williams","Jordan Roberts, Robert L. Baird, Daniel Gerson","Ryan Potter, Scott Adsit, Jamie Chung","A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.","English","United States","Won 1 Oscar. 17 wins & 58 nominations total","https://m.media-amazon.com/images/M/MV5BMDliOTIzNmUtOTllOC00NDU3LWFiNjYtMGM0NDc1YTMxNjYxXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_SX300.jpg","74","7.8","438,915","tt2245084","movie",NA,NA,NA,NA,"7.8/10","74/100","90%",7,2021-07-09,NA,NA
"Best Animated Feature Film of the Year","Winner","Don Hall, Chris Williams, Roy Conli","87-2015","tt2245084","Big Hero 6","nm0174807","Roy Conli",NA,NA,"Big Hero 6",2014,"PG","07 Nov 2014","102 min","Animation, Action, Adventure","Don Hall, Chris Williams","Jordan Roberts, Robert L. Baird, Daniel Gerson","Ryan Potter, Scott Adsit, Jamie Chung","A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.","English","United States","Won 1 Oscar. 17 wins & 58 nominations total","https://m.media-amazon.com/images/M/MV5BMDliOTIzNmUtOTllOC00NDU3LWFiNjYtMGM0NDc1YTMxNjYxXkEyXkFqcGdeQXVyNTM3NzExMDQ@._V1_SX300.jpg","74","7.8","438,915","tt2245084","movie",NA,NA,NA,NA,"7.8/10","74/100","90%",7,2021-07-09,NA,NA
"Best Animated Feature Film of the Year",NA,"Dean DeBlois, Bonnie Arnold","87-2015","tt1646971","How to Train Your Dragon 2","nm0213450","Dean DeBlois",NA,NA,"How to Train Your Dragon 2",2014,"PG","13 Jun 2014","102 min","Animation, Action, Adventure","Dean DeBlois","Dean DeBlois, Cressida Cowell","Jay Baruchel, Cate Blanchett, Gerard Butler","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.","English","United States","Nominated for 1 Oscar. 15 wins & 61 nominations total","https://m.media-amazon.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_SX300.jpg","77","7.8","321,777","tt1646971","movie",NA,NA,NA,NA,"7.8/10","77/100","91%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Dean DeBlois, Bonnie Arnold","87-2015","tt1646971","How to Train Your Dragon 2","nm0036366","Bonnie Arnold",NA,NA,"How to Train Your Dragon 2",2014,"PG","13 Jun 2014","102 min","Animation, Action, Adventure","Dean DeBlois","Dean DeBlois, Cressida Cowell","Jay Baruchel, Cate Blanchett, Gerard Butler","When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.","English","United States","Nominated for 1 Oscar. 15 wins & 61 nominations total","https://m.media-amazon.com/images/M/MV5BMzMwMTAwODczN15BMl5BanBnXkFtZTgwMDk2NDA4MTE@._V1_SX300.jpg","77","7.8","321,777","tt1646971","movie",NA,NA,NA,NA,"7.8/10","77/100","91%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Tomm Moore, Paul Young","87-2015","tt1865505","Song of the Sea","nm1119079","Tomm Moore",NA,NA,"Song of the Sea",2014,"PG","20 Nov 2015","93 min","Animation, Adventure, Drama","Tomm Moore","Will Collins, Tomm Moore","David Rawle, Brendan Gleeson, Lisa Hannigan","Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.","English, Irish Gaelic","Ireland, Denmark, Belgium, France","Nominated for 1 Oscar. 11 wins & 26 nominations total","https://m.media-amazon.com/images/M/MV5BMTQ2MDMwNjEwNV5BMl5BanBnXkFtZTgwOTkxMzI0MzE@._V1_SX300.jpg","85","8.1","56,472","tt1865505","movie",NA,NA,NA,NA,"8.1/10","85/100","99%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Tomm Moore, Paul Young","87-2015","tt1865505","Song of the Sea","nm2727721","Paul Young",NA,NA,"Song of the Sea",2014,"PG","20 Nov 2015","93 min","Animation, Adventure, Drama","Tomm Moore","Will Collins, Tomm Moore","David Rawle, Brendan Gleeson, Lisa Hannigan","Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.","English, Irish Gaelic","Ireland, Denmark, Belgium, France","Nominated for 1 Oscar. 11 wins & 26 nominations total","https://m.media-amazon.com/images/M/MV5BMTQ2MDMwNjEwNV5BMl5BanBnXkFtZTgwOTkxMzI0MzE@._V1_SX300.jpg","85","8.1","56,472","tt1865505","movie",NA,NA,NA,NA,"8.1/10","85/100","99%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Anthony Stacchi, Graham Annable, Travis Knight","87-2015","tt0787474","The Boxtrolls","nm0820934","Anthony Stacchi",NA,NA,"The Boxtrolls",2014,"PG","26 Sep 2014","96 min","Animation, Adventure, Comedy","Graham Annable, Anthony Stacchi","Irena Brignull, Adam Pava, Alan Snow","Ben Kingsley, Jared Harris, Nick Frost","A young orphaned boy raised by underground cave-dwelling trash collectors tries to save his friends from an evil exterminator.","English","United States","Nominated for 1 Oscar. 8 wins & 61 nominations total","https://m.media-amazon.com/images/M/MV5BMTQxODA5MDkyNV5BMl5BanBnXkFtZTgwMDMyNjkzMjE@._V1_SX300.jpg","61","6.8","56,754","tt0787474","movie",NA,NA,NA,NA,"6.8/10","61/100","78%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Anthony Stacchi, Graham Annable, Travis Knight","87-2015","tt0787474","The Boxtrolls","nm0030253","Graham Annable",NA,NA,"The Boxtrolls",2014,"PG","26 Sep 2014","96 min","Animation, Adventure, Comedy","Graham Annable, Anthony Stacchi","Irena Brignull, Adam Pava, Alan Snow","Ben Kingsley, Jared Harris, Nick Frost","A young orphaned boy raised by underground cave-dwelling trash collectors tries to save his friends from an evil exterminator.","English","United States","Nominated for 1 Oscar. 8 wins & 61 nominations total","https://m.media-amazon.com/images/M/MV5BMTQxODA5MDkyNV5BMl5BanBnXkFtZTgwMDMyNjkzMjE@._V1_SX300.jpg","61","6.8","56,754","tt0787474","movie",NA,NA,NA,NA,"6.8/10","61/100","78%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Anthony Stacchi, Graham Annable, Travis Knight","87-2015","tt0787474","The Boxtrolls","nm1325899","Travis Knight",NA,NA,"The Boxtrolls",2014,"PG","26 Sep 2014","96 min","Animation, Adventure, Comedy","Graham Annable, Anthony Stacchi","Irena Brignull, Adam Pava, Alan Snow","Ben Kingsley, Jared Harris, Nick Frost","A young orphaned boy raised by underground cave-dwelling trash collectors tries to save his friends from an evil exterminator.","English","United States","Nominated for 1 Oscar. 8 wins & 61 nominations total","https://m.media-amazon.com/images/M/MV5BMTQxODA5MDkyNV5BMl5BanBnXkFtZTgwMDMyNjkzMjE@._V1_SX300.jpg","61","6.8","56,754","tt0787474","movie",NA,NA,NA,NA,"6.8/10","61/100","78%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Isao Takahata, Yoshiaki Nishimura","87-2015","tt2576852","The Tale of The Princess Kaguya","nm0847223","Isao Takahata",NA,NA,"The Tale of The Princess Kaguya",2013,"PG","23 Nov 2013","137 min","Animation, Drama, Family","Isao Takahata","Isao Takahata, Riko Sakaguchi","Chloë Grace Moretz, James Caan, Mary Steenburgen","Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her","Japanese","Japan","Nominated for 1 Oscar. 13 wins & 38 nominations total","https://m.media-amazon.com/images/M/MV5BNThmMWMyMWMtOWRiNy00MGY0LTg1OTUtNjYzODg2MjdlZGU5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","89","8.0","43,719","tt2576852","movie",NA,NA,NA,NA,"8.0/10","89/100","100%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Isao Takahata, Yoshiaki Nishimura","87-2015","tt2576852","The Tale of The Princess Kaguya","nm2052679","Yoshiaki Nishimura",NA,NA,"The Tale of The Princess Kaguya",2013,"PG","23 Nov 2013","137 min","Animation, Drama, Family","Isao Takahata","Isao Takahata, Riko Sakaguchi","Chloë Grace Moretz, James Caan, Mary Steenburgen","Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthralls all who encounter her, but ultimately she must confront her","Japanese","Japan","Nominated for 1 Oscar. 13 wins & 38 nominations total","https://m.media-amazon.com/images/M/MV5BNThmMWMyMWMtOWRiNy00MGY0LTg1OTUtNjYzODg2MjdlZGU5XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","89","8.0","43,719","tt2576852","movie",NA,NA,NA,NA,"8.0/10","89/100","100%",NA,NA,NA,NA
"Best Animated Feature Film of the Year","Winner","Pete Docter, Jonas Rivera","88-2016","tt2096673","Inside Out","nm0230032","Pete Docter",NA,NA,"Inside Out",2015,"PG","19 Jun 2015","95 min","Animation, Adventure, Comedy","Pete Docter, Ronnie Del Carmen","Pete Docter, Ronnie Del Carmen, Meg LeFauve","Amy Poehler, Bill Hader, Lewis Black","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.","English, Portuguese","United States","Won 1 Oscar. 100 wins & 116 nominations total","https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_SX300.jpg","94","8.1","671,834","tt2096673","movie",NA,NA,NA,NA,"8.1/10","94/100","98%",8,2021-07-09,NA,NA
"Best Animated Feature Film of the Year","Winner","Pete Docter, Jonas Rivera","88-2016","tt2096673","Inside Out","nm0729304","Jonas Rivera",NA,NA,"Inside Out",2015,"PG","19 Jun 2015","95 min","Animation, Adventure, Comedy","Pete Docter, Ronnie Del Carmen","Pete Docter, Ronnie Del Carmen, Meg LeFauve","Amy Poehler, Bill Hader, Lewis Black","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.","English, Portuguese","United States","Won 1 Oscar. 100 wins & 116 nominations total","https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_SX300.jpg","94","8.1","671,834","tt2096673","movie",NA,NA,NA,NA,"8.1/10","94/100","98%",8,2021-07-09,NA,NA
"Best Animated Feature Film of the Year",NA,"Charlie Kaufman, Duke Johnson, Rosa Tran","88-2016","tt2401878","Anomalisa","nm0442109","Charlie Kaufman",NA,NA,"Anomalisa",2015,"R","11 Mar 2016","90 min","Animation, Comedy, Drama","Duke Johnson, Charlie Kaufman","Charlie Kaufman","David Thewlis, Jennifer Jason Leigh, Tom Noonan","A man crippled by the mundanity of his life experiences something out of the ordinary.","English, Italian, Japanese","United Kingdom, United States","Nominated for 1 Oscar. 25 wins & 79 nominations total","https://m.media-amazon.com/images/M/MV5BMTkyMzI2MzQ1N15BMl5BanBnXkFtZTgwNDg0MzQxNzE@._V1_SX300.jpg","88","7.3","70,317","tt2401878","movie",NA,NA,NA,NA,"7.3/10","88/100","92%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Charlie Kaufman, Duke Johnson, Rosa Tran","88-2016","tt2401878","Anomalisa","nm2122478","Duke Johnson",NA,NA,"Anomalisa",2015,"R","11 Mar 2016","90 min","Animation, Comedy, Drama","Duke Johnson, Charlie Kaufman","Charlie Kaufman","David Thewlis, Jennifer Jason Leigh, Tom Noonan","A man crippled by the mundanity of his life experiences something out of the ordinary.","English, Italian, Japanese","United Kingdom, United States","Nominated for 1 Oscar. 25 wins & 79 nominations total","https://m.media-amazon.com/images/M/MV5BMTkyMzI2MzQ1N15BMl5BanBnXkFtZTgwNDg0MzQxNzE@._V1_SX300.jpg","88","7.3","70,317","tt2401878","movie",NA,NA,NA,NA,"7.3/10","88/100","92%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Charlie Kaufman, Duke Johnson, Rosa Tran","88-2016","tt2401878","Anomalisa","nm1533266","Rosa Tran",NA,NA,"Anomalisa",2015,"R","11 Mar 2016","90 min","Animation, Comedy, Drama","Duke Johnson, Charlie Kaufman","Charlie Kaufman","David Thewlis, Jennifer Jason Leigh, Tom Noonan","A man crippled by the mundanity of his life experiences something out of the ordinary.","English, Italian, Japanese","United Kingdom, United States","Nominated for 1 Oscar. 25 wins & 79 nominations total","https://m.media-amazon.com/images/M/MV5BMTkyMzI2MzQ1N15BMl5BanBnXkFtZTgwNDg0MzQxNzE@._V1_SX300.jpg","88","7.3","70,317","tt2401878","movie",NA,NA,NA,NA,"7.3/10","88/100","92%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Mark Burton, Richard Starzak","88-2016","tt2872750","Shaun the Sheep Movie","nm0123666","Mark Burton",NA,NA,"Shaun the Sheep Movie",2015,"PG","05 Aug 2015","85 min","Animation, Adventure, Comedy","Mark Burton, Richard Starzak","Mark Burton, Richard Starzak, Nick Park","Justin Fletcher, John Sparkes, Omid Djalili","When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock","None, English","United Kingdom, France, United States","Nominated for 1 Oscar. 5 wins & 50 nominations total","https://m.media-amazon.com/images/M/MV5BOTc1ODY5MTQ1Nl5BMl5BanBnXkFtZTgwMDM5ODI1NjE@._V1_SX300.jpg","81","7.3","39,711","tt2872750","movie",NA,NA,NA,NA,"7.3/10","81/100","99%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Mark Burton, Richard Starzak","88-2016","tt2872750","Shaun the Sheep Movie","nm0326450","Richard Starzak",NA,NA,"Shaun the Sheep Movie",2015,"PG","05 Aug 2015","85 min","Animation, Adventure, Comedy","Mark Burton, Richard Starzak","Mark Burton, Richard Starzak, Nick Park","Justin Fletcher, John Sparkes, Omid Djalili","When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock","None, English","United Kingdom, France, United States","Nominated for 1 Oscar. 5 wins & 50 nominations total","https://m.media-amazon.com/images/M/MV5BOTc1ODY5MTQ1Nl5BMl5BanBnXkFtZTgwMDM5ODI1NjE@._V1_SX300.jpg","81","7.3","39,711","tt2872750","movie",NA,NA,NA,NA,"7.3/10","81/100","99%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"AlÃª Abreu","88-2016","tt3183630","The Boy and the World","nm0994245","AlÃª Abreu",NA,NA,"The Boy and the World",2013,"PG","17 Jan 2014","80 min","Animation, Adventure, Family","Alê Abreu","Alê Abreu","Vinicius Garcia, Marco Aurélio Campos, Lu Horta","A little boy goes on an adventurous quest in search of his father.","Portuguese","Brazil","Nominated for 1 Oscar. 16 wins & 12 nominations total","https://m.media-amazon.com/images/M/MV5BMTY4MTAwODg1NF5BMl5BanBnXkFtZTgwMTUyMDQyNzE@._V1_SX300.jpg","80","7.6","6,872","tt3183630","movie",NA,NA,NA,NA,"7.6/10","80/100","93%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Hiromasa Yonebayashi, Yoshiaki Nishimura","88-2016","tt3398268","When Marnie Was There","nm0948488","Hiromasa Yonebayashi",NA,NA,"When Marnie Was There",2014,"PG","07 Aug 2015","103 min","Animation, Drama, Family","Hiromasa Yonebayashi","Joan G. Robinson, Keiko Niwa, Masashi Ando","Sara Takatsuki, Kasumi Arimura, Nanako Matsushima","Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.","Japanese","Japan","Nominated for 1 Oscar. 4 wins & 18 nominations total","https://m.media-amazon.com/images/M/MV5BZTlmYTJmMWEtNDRhNy00ODc1LTg2OTMtMjk2ODJhNTA4YTE1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","72","7.7","37,690","tt3398268","movie",NA,NA,NA,NA,"7.7/10","72/100","91%",NA,NA,NA,NA
"Best Animated Feature Film of the Year",NA,"Hiromasa Yonebayashi, Yoshiaki Nishimura","88-2016","tt3398268","When Marnie Was There","nm2052679","Yoshiaki Nishimura",NA,NA,"When Marnie Was There",2014,"PG","07 Aug 2015","103 min","Animation, Drama, Family","Hiromasa Yonebayashi","Joan G. Robinson, Keiko Niwa, Masashi Ando","Sara Takatsuki, Kasumi Arimura, Nanako Matsushima","Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.","Japanese","Japan","Nominated for 1 Oscar. 4 wins & 18 nominations total","https://m.media-amazon.com/images/M/MV5BZTlmYTJmMWEtNDRhNy00ODc1LTg2OTMtMjk2ODJhNTA4YTE1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","72","7.7","37,690","tt3398268","movie",NA,NA,NA,NA,"7.7/10","72/100","91%",NA,NA,NA,NA
"Best Animated Feature Film of the Year","Winner","Byron Howard, Rich Moore, Clark Spencer","89-2017","tt2948356","Zootopia","nm0397174","Byron Howard",NA,NA,"Zootopia",2016,"PG","04 Mar 2016","108 min","Animation, Adventure, Comedy","Byron Howard, Rich Moore, Jared Bush","Byron Howard, Rich Moore, Jared Bush","Ginnifer Goodwin, Jason Bateman, Idris Elba","In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.","English","United States","Won 1 Oscar. 47 wins & 72 nominations total","https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_SX300.jpg","78","8.0","470,268","tt2948356","movie",NA,NA,NA,NA,"8.0/10","78/100","98%",7,2021-07-09,NA,NA
"Best Animated Feature Film of the Year","Winner","Byron Howard, Rich Moore, Clark Spencer","89-2017","tt2948356","Zootopia","nm0601781","Rich Moore",NA,NA,"Zootopia",2016,"PG","04 Mar 2016","108 min","Animation, Adventure, Comedy","Byron Howard, Rich Moore, Jared Bush","Byron Howard, Rich Moore, Jared Bush","Ginnifer Goodwin, Jason Bateman, Idris Elba","In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.","English","United States","Won 1 Oscar. 47 wins & 72 nominations total","https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_SX300.jpg","78","8.0","470,268","tt2948356","movie",NA,NA,NA,NA,"8.0/10","78/100","98%",7,2021-07-09,NA,NA
"Best Animated Feature Film of the Year","Winner","Byron Howard, Rich Moore, Clark Spencer","89-2017","tt2948356","Zootopia","nm1192875","Clark Spencer",NA,NA,"Zootopia",2016,"PG","04 Mar 2016","108 min","Animation, Adventure, Comedy","Byron Howard, Rich Moore, Jared Bush","Byron Howard, Rich Moore, Jared Bush","Ginnifer Goodwin, Jason Bateman, Idris Elba","In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.","English","United States","Won 1 Oscar. 47 wins & 72 nominations total","https://m.media-amazon.com/images/M/MV5BOTMyMjEyNzIzMV5BMl5BanBnXkFtZTgwNzIyNjU0NzE@._V1_SX300.jpg","78","8.0","470,268","tt2948356","movie",NA,NA,NA,NA,"8.0/10","78/100","98%",7,2021-07-09,NA,NA
"Best Animated Feature Film of the Year",NA,"Travis Knight, Arianne Sutner","89-2017","tt4302938","Kubo and the Two Strings","nm1325899","Travis Knight",NA,NA,"Kubo and the Two Strings",2016,"PG","19 Aug 2016","101 min","Animation, Action, Adventure","Travis Knight","Marc Haimes, Chris Butler, Shannon Tindle","Charlize Theron, Art Parkinson, Matthew McConaughey","A young boy named Kubo must locate a magical suit of armour worn by his late father in order to defeat a vengeful spirit from the past.","English","United States, Japan","Nominated for 2 Oscars. 33 wins & 67 nominations total","https://m.media-amazon.com/images/M/MV5BMjA2Mzg2NDMzNl5BMl5BanBnXkFtZTgwMjcwODUzOTE@._V1_SX300.jpg","84","7.8","125,380","tt4302938","movie",NA,NA,NA,NA,"7.8/10","84/100","97%",NA,NA,NA,NA
